Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
1303	1307	13	218	284707	284490	1739	84409	516	12944	82	12944	82	1	71465	0.9476	0.9820	0.1618	-59.8481	79	36018	852	-6.1965	229	-4.5479	73	239	2	0.1211	0.4846	21.0135	9.5223	0.8430	0.5228	59.1896	211	23612	0.8872	0.3300
1307	1319	13	219	289959	289741	5251	85967	1557	13154	210	13154	210	1	72813	0.9469	0.8347	0.1616	-60.5570	79	36678	868	6.9961	257	-5.8037	107	578	5	0.1211	0.3975	20.6218	9.5390	0.8521	0.5264	-58.0000	79	36577	0.8860	0.3208
1319	1321	13	221	290839	290619	879	86226	260	13183	30	13183	30	1	73043	0.9476	0.7152	0.1613	-58.1646	79	36781	873	5.9805	257	2.6657	353	59	3	0.1213	0.8501	20.6703	9.5405	0.8541	0.5088	58.1469	211	24144	0.8907	0.3501
1321	1327	13	221	293487	293267	2647	87015	788	13285	102	13285	102	1	73730	0.9477	0.8035	0.1611	-55.5949	79	37114	884	-5.9042	1201	-4.0943	53	400	11	0.1213	0.5619	20.8316	9.5481	0.8530	0.5484	59.0237	211	24368	0.8856	0.3279
1327	1361	13	222	308719	308498	15231	91532	4517	13887	602	13887	602	1	77645	0.9432	0.8285	0.1609	51.7773	211	26293	301	7.6887	257	-10.3817	131	1597	14	0.1223	0.2808	20.7053	9.5972	0.8529	0.5628	57.4171	211	25698	0.8919	0.3068
1361	1367	13	228	311447	311220	2727	92341	810	13998	111	13998	111	1	78343	0.9438	0.8532	0.1606	54.4645	211	26537	306	7.3930	257	-4.2069	29	583	36	0.1220	0.5011	20.5702	9.6045	0.8571	0.5306	60.1043	211	25942	0.8895	0.3046
1367	1373	13	229	314187	313959	2739	93153	812	14104	106	14104	106	1	79049	0.9440	0.8139	0.1604	53.1454	227	26202	284	10.0739	257	-6.4839	31	550	29	0.1215	0.5429	20.2615	9.6118	0.8553	0.5450	59.1101	227	25525	0.9002	0.3212
1373	1381	13	230	317859	317630	3671	94241	1087	14231	127	14231	127	1	80010	0.9429	0.7295	0.1602	52.1374	211	27099	309	6.6070	257	5.6279	43	610	34	0.1221	0.5563	20.7298	9.6220	0.8582	0.5372	57.7773	211	26504	0.9041	0.3189
1381	1399	13	231	326199	325969	8339	96717	2475	14555	324	14555	324	1	82162	0.9410	0.8186	0.1599	-56.2278	79	41247	988	-6.4651	43	-6.3038	79	1039	20	0.1218	0.3667	21.2047	9.6465	0.8550	0.5603	60.0881	227	26549	0.9117	0.3189
1399	1409	13	234	330879	330646	4679	98104	1386	14729	174	14729	174	1	83375	0.9402	0.7862	0.1597	-55.1392	79	41836	1004	5.9620	263	6.4746	59	694	30	0.1224	0.4642	21.4581	9.6593	0.8597	0.5449	60.6696	227	26937	0.9161	0.3168
1409	1423	13	236	337487	337252	6607	100067	1963	14994	265	14994	265	1	85073	0.9396	0.8466	0.1595	-57.3038	79	42672	1023	-6.1724	29	-7.5854	41	1160	49	0.1221	0.3604	21.8500	9.6777	0.8458	0.5259	61.5330	227	27520	0.9055	0.3155
1423	1427	13	238	339387	339150	1899	100629	561	15071	77	15071	77	1	85558	0.9405	0.8619	0.1592	-59.3797	79	42912	1027	-5.8145	523	4.3363	113	207	8	0.1223	0.5623	21.1820	9.6818	0.8506	0.5050	62.8152	211	28399	0.9037	0.3144
1427	1429	13	239	340339	340101	951	100910	281	15103	33	15103	33	1	85807	0.9412	0.7385	0.1590	-58.3924	79	43031	1031	-5.8891	523	2.5989	349	70	3	0.1225	0.8813	21.1675	9.6832	0.8544	0.5271	63.0284	211	28482	0.9087	0.3212
1429	1433	13	239	342247	342009	1907	101477	566	15174	71	15174	71	1	86303	0.9417	0.7900	0.1588	-57.3671	79	43267	1038	6.5204	1297	4.3191	47	298	17	0.1227	0.6304	21.2684	9.6874	0.8543	0.5058	62.5308	211	28640	0.9117	0.3342
1433	1439	13	240	345119	344880	2871	102330	852	15289	115	15289	115	1	87041	0.9422	0.8512	0.1586	-56.7848	79	43639	1048	5.6576	257	-5.3051	59	422	9	0.1224	0.5144	21.4310	9.6944	0.8553	0.5251	62.1611	211	28890	0.9111	0.3278
1439	1447	13	241	348967	348727	3847	103471	1141	15436	147	15436	147	1	88035	0.9421	0.8136	0.1584	59.3555	211	29819	342	7.4456	1297	6.9245	53	585	29	0.1226	0.5152	21.6398	9.7041	0.8573	0.5479	64.9858	211	29225	0.9134	0.3238
1447	1451	13	242	350899	350658	1931	104042	570	15492	56	15492	56	1	88550	0.9416	0.6213	0.1581	59.9621	211	29966	344	6.5652	1297	5.7568	37	356	25	0.1229	0.8551	21.7225	9.7082	0.8530	0.5545	65.5924	211	29372	0.9122	0.3569
1451	1453	13	243	351867	351625	967	104329	287	15527	36	15527	36	1	88802	0.9425	0.7943	0.1579	59.1280	211	30054	344	7.1226	1297	4.4468	47	154	11	0.1228	0.8226	21.7715	9.7096	0.8489	0.5307	64.7488	211	29461	0.9085	0.3419
1453	1459	13	243	354779	354537	2911	105194	865	15630	103	15630	103	1	89564	0.9422	0.7551	0.1577	61.6161	211	30319	349	-5.9446	397	-5.9149	47	468	14	0.1231	0.6455	21.9187	9.7165	0.8519	0.5696	67.2370	211	29726	0.9076	0.3327
1459	1471	13	244	360639	360396	5859	106929	1736	15859	229	15859	229	1	91070	0.9418	0.8376	0.1575	59.7820	211	30829	352	-6.1330	1361	-6.6842	19	1536	155	0.1229	0.3823	22.0473	9.7315	0.8532	0.5220	65.4028	211	30236	0.9123	0.3240
1471	1481	13	246	365559	365314	4919	108390	1460	16033	174	16033	174	1	92357	0.9406	0.7578	0.1573	58.7915	211	31250	355	-5.9245	331	10.0811	37	905	59	0.1235	0.5308	22.2974	9.7437	0.8504	0.5638	64.4123	211	30657	0.9109	0.3330
1481	1483	13	248	366547	366300	987	108684	295	16065	33	16065	33	1	92619	0.9412	0.7123	0.1571	59.0616	211	31327	356	6.4071	1297	-3.3684	19	260	24	0.1236	0.8364	22.3419	9.7450	0.8476	0.5074	64.6730	211	30735	0.9048	0.3297
1483	1487	13	248	368527	368280	1979	109272	587	16135	70	16135	70	1	93137	0.9414	0.7603	0.1568	58.5355	211	31488	357	7.5004	1297	4.3684	19	519	59	0.1235	0.6566	22.1630	9.7491	0.8500	0.5106	64.1469	211	30896	0.9040	0.3284
1487	1489	13	249	369519	369271	991	109565	294	16164	30	16164	30	1	93401	0.9419	0.6515	0.1566	58.7299	211	31573	358	7.0486	1297	-3.8140	43	168	4	0.1239	0.9296	23.0543	9.7504	0.8487	0.5101	64.3318	211	30982	0.9008	0.3295
1489	1493	13	249	371507	371259	1987	110154	588	16245	81	16245	81	1	93909	0.9428	0.8807	0.1564	59.0047	211	31755	360	7.1403	1297	-5.0000	59	295	5	0.1238	0.5914	22.7697	9.7544	0.8458	0.5450	64.6066	211	31164	0.8969	0.3449
1493	1499	13	250	374499	374250	2991	111041	886	16371	126	16371	126	1	94670	0.9438	0.9104	0.1562	57.5213	211	32017	361	5.7726	1297	5.1967	61	421	19	0.1236	0.4588	23.3454	9.7611	0.8531	0.5246	63.1232	211	31426	0.9044	0.3275
1499	1511	13	251	380519	380269	6019	112826	1785	16595	224	16595	224	1	96231	0.9428	0.8044	0.1560	58.7346	211	32522	367	6.0200	1297	7.0189	53	927	42	0.1237	0.4257	24.5485	9.7757	0.8552	0.5417	64.3365	211	31931	0.9114	0.3263
1511	1523	13	253	386587	386335	6067	114629	1803	16812	217	16812	217	1	97817	0.9414	0.7725	0.1558	60.7867	211	33044	374	6.2398	1297	7.1642	67	832	32	0.1237	0.4586	23.7413	9.7903	0.8571	0.5508	66.3886	211	32453	0.9092	0.3244
1523	1531	13	255	390659	390405	4071	115833	1204	16965	153	16965	153	1	98868	0.9413	0.8167	0.1556	58.3460	211	33407	375	5.8207	887	-7.1148	61	583	12	0.1238	0.5070	24.1876	9.7994	0.8572	0.5462	63.9479	211	32816	0.9041	0.3219
1531	1543	13	256	396807	396552	6147	117658	1824	17196	231	17196	231	1	100462	0.9406	0.8150	0.1554	58.1611	211	33954	380	6.7057	887	5.0934	257	502	9	0.1243	0.3917	24.3907	9.8137	0.8577	0.5028	64.1843	293	28394	0.9171	0.3256
1543	1549	13	258	399899	399642	3091	118573	916	17305	109	17305	109	1	101268	0.9404	0.7668	0.1552	59.6114	211	34223	384	6.6426	887	7.5738	61	440	22	0.1246	0.6113	23.9767	9.8202	0.8645	0.5570	65.2133	211	33632	0.9187	0.3241
1549	1553	13	259	401967	401709	2067	119187	613	17378	73	17378	73	1	101809	0.9407	0.7684	0.1550	-63.8354	79	50751	1221	7.2582	887	-4.4051	79	253	2	0.1248	0.6874	21.6161	9.8240	0.8601	0.5401	64.5166	211	33811	0.9220	0.3450
1553	1559	13	260	405079	404820	3111	120110	922	17489	111	17489	111	1	102621	0.9407	0.7778	0.1548	-61.1392	79	51158	1234	-5.2535	1499	-6.8491	53	473	11	0.1251	0.5819	22.5229	9.8305	0.8594	0.5410	67.8294	293	29032	0.9137	0.3376
1559	1567	13	261	409247	408987	4167	121347	1236	17628	139	17628	139	1	103719	0.9397	0.7275	0.1546	58.7645	293	30360	266	5.3878	887	7.2881	59	611	28	0.1258	0.5914	22.6145	9.8394	0.8648	0.5728	65.7611	293	29335	0.9203	0.3359
1567	1571	13	262	411339	411078	2091	121969	621	17704	76	17704	76	1	104265	0.9401	0.7927	0.1544	57.6451	293	30524	266	-5.7338	1499	-3.0845	71	287	5	0.1259	0.6598	22.7133	9.8433	0.8713	0.5442	64.6416	293	29499	0.9277	0.3444
1571	1579	13	263	415539	415277	4199	123215	1246	17850	146	17850	146	1	105365	0.9395	0.7599	0.1542	57.3857	223	35191	373	-6.0654	1361	-7.2439	41	743	29	0.1263	0.5336	22.9031	9.8522	0.8723	0.5407	63.5188	293	29810	0.9254	0.3426
1579	1583	13	264	417647	417384	2107	123839	625	17922	72	17922	72	1	105917	0.9397	0.7481	0.1540	-59.4684	79	52751	1276	-6.9824	1361	-4.9189	37	387	16	0.1260	0.7327	22.8160	9.8559	0.8645	0.5630	64.3857	293	29976	0.9231	0.3437
1583	1597	13	265	425067	424803	7419	126041	2201	18182	260	18182	260	1	107859	0.9379	0.7680	0.1538	-61.1899	79	53688	1298	-6.2182	1361	7.0825	97	869	25	0.1264	0.4329	22.9716	9.8723	0.8704	0.5636	65.5290	293	30541	0.9333	0.3438
1597	1601	13	267	427199	426933	2131	126673	631	18262	80	18262	80	1	108411	0.9385	0.8253	0.1536	-59.7468	79	53947	1306	-7.1470	1361	4.2542	59	317	15	0.1264	0.6398	23.0739	9.8760	0.8683	0.5395	64.7121	257	32933	0.9291	0.3527
1601	1607	13	268	430407	430140	3207	127625	951	18384	122	18384	122	1	109241	0.9389	0.8362	0.1534	-61.0000	79	54352	1315	6.5567	97	5.7586	29	685	53	0.1261	0.5327	22.2318	9.8823	0.8664	0.5400	63.7304	293	30951	0.9295	0.3514
1607	1609	13	269	431479	431211	1071	127940	316	18426	43	18426	43	1	109514	0.9399	0.8880	0.1532	-63.3165	79	54483	1316	6.0619	97	4.3226	31	212	18	0.1261	0.7492	22.9322	9.8835	0.8678	0.5111	64.0350	257	33277	0.9300	0.3470
1609	1613	13	269	433627	433359	2147	128582	641	18501	75	18501	75	1	110081	0.9402	0.7645	0.1530	-62.9241	79	54744	1323	-5.9522	1361	5.1379	29	462	37	0.1265	0.6823	23.3397	9.8873	0.8668	0.5238	64.5418	251	33817	0.9289	0.3625
1613	1619	13	270	436859	436590	3231	129537	955	18625	124	18625	124	1	110912	0.9407	0.8495	0.1529	-64.3797	79	55157	1332	7.1611	211	-5.5172	29	689	42	0.1269	0.5049	23.9702	9.8934	0.8677	0.5112	64.7488	211	36846	0.9240	0.3471
1619	1621	13	271	437939	437669	1079	129859	322	18657	33	18657	33	1	111202	0.9411	0.6713	0.1527	-62.9241	79	55297	1337	-6.3492	859	3.7199	457	64	4	0.1274	0.9272	23.8605	9.8947	0.8720	0.5167	63.9052	211	36935	0.9264	0.3763
1621	1627	13	271	441187	440917	3247	130824	965	18779	122	18779	122	1	112045	0.9414	0.8292	0.1525	-61.4557	79	55713	1349	-5.8080	599	-7.0870	23	760	59	0.1273	0.5553	23.4386	9.9008	0.8709	0.5537	66.5139	251	34448	0.9291	0.3450
1627	1637	13	272	446627	446356	5439	132437	1613	18984	205	18984	205	1	113453	0.9413	0.8346	0.1523	-65.7468	79	56396	1362	-6.3516	859	8.5205	73	711	28	0.1276	0.4563	24.7902	9.9119	0.8809	0.5374	66.9602	251	34894	0.9232	0.3371
1637	1657	13	274	457607	457334	10979	135696	3258	19381	397	19381	397	1	116315	0.9390	0.8011	0.1521	-67.8101	79	57781	1395	-6.4751	863	-8.3043	23	2568	215	0.1271	0.3624	24.4458	9.9350	0.8785	0.5533	65.7171	251	35803	0.9332	0.3357
1657	1663	13	277	460927	460651	3319	136681	984	19501	120	19501	120	1	117180	0.9392	0.8028	0.1519	-71.2911	79	58195	1402	-6.2759	29	-5.8276	29	708	43	0.1267	0.5686	24.0381	9.9410	0.8794	0.5463	-68.9114	79	58101	0.9336	0.3404
1663	1667	13	278	463147	462870	2219	137337	656	19581	80	19581	80	1	117756	0.9397	0.8037	0.1517	-70.4051	79	58476	1410	-5.7602	859	-4.8293	41	386	14	0.1265	0.6865	24.7473	9.9446	0.8814	0.5503	-68.0253	79	58382	0.9312	0.3366
1667	1669	13	279	464259	463981	1111	137665	328	19615	35	19615	35	1	118050	0.9402	0.7041	0.1516	-68.1772	79	58625	1416	-6.0382	863	3.5493	71	158	8	0.1266	0.9280	25.6234	9.9457	0.8801	0.5383	66.3426	251	36352	0.9317	0.3366
1669	1693	13	279	477707	477429	13447	141656	3991	20099	484	20099	484	1	121557	0.9373	0.8012	0.1514	-64.8101	79	60309	1462	-5.9130	23	14.7458	59	1984	82	0.1265	0.3384	26.0000	9.9731	0.8762	0.5575	64.7291	251	37433	0.9285	0.3335
1693	1697	13	283	479967	479685	2259	142325	670	20168	69	20168	69	1	122157	0.9373	0.6812	0.1512	-64.0000	79	60593	1470	-6.5172	29	3.2677	127	237	7	0.1270	0.7850	23.1714	9.9767	0.8758	0.5470	65.3268	257	37223	0.9237	0.3601
1697	1699	13	284	481099	480816	1131	142658	334	20202	35	20202	35	1	122456	0.9377	0.6939	0.1510	-63.3671	79	60726	1474	-7.0435	23	2.5957	47	174	10	0.1272	0.9000	23.8091	9.9778	0.8766	0.5082	64.7276	257	37300	0.9244	0.3499
1699	1709	13	284	486779	486496	5679	144347	1688	20388	186	20388	186	1	123959	0.9364	0.7305	0.1508	-62.4937	79	61442	1493	-6.9130	23	7.9535	43	947	52	0.1279	0.5331	24.0283	9.9884	0.8768	0.5616	66.0856	257	37768	0.9289	0.3443
1709	1721	13	286	493639	493354	6859	146380	2033	20627	239	20627	239	1	125753	0.9353	0.7803	0.1507	-65.0886	79	62295	1512	-6.6127	457	6.8780	41	1212	66	0.1281	0.4851	24.2813	10.0012	0.8775	0.5939	67.4833	509	26854	0.9299	0.3393
1721	1723	13	288	494787	494500	1147	146719	339	20673	47	20673	47	1	126046	0.9363	0.9213	0.1505	-61.5823	79	62433	1519	-6.0963	457	4.1724	29	244	21	0.1278	0.7456	24.3367	10.0024	0.8806	0.5279	68.1768	509	26932	0.9326	0.3600
1723	1733	13	288	500547	500260	5759	148431	1711	20893	220	20893	220	1	127538	0.9365	0.8554	0.1503	59.9494	257	39713	369	-6.5886	457	-5.8966	29	1231	79	0.1272	0.4161	24.2519	10.0128	0.8792	0.5212	68.7505	509	27295	0.9285	0.3442
1733	1741	13	290	505179	504890	4631	149801	1370	21053	160	21053	160	1	128748	0.9361	0.7779	0.1501	62.1790	257	40069	374	-5.5842	457	-6.3820	89	551	6	0.1276	0.5247	24.4376	10.0208	0.8786	0.5355	68.6621	509	27572	0.9258	0.3368
1741	1747	13	291	508667	508377	3487	150838	1037	21168	115	21168	115	1	129670	0.9358	0.7395	0.1500	61.9300	257	40358	376	-6.8892	397	-6.4124	97	408	2	0.1281	0.6293	24.5723	10.0266	0.8773	0.5490	68.2568	257	39545	0.9250	0.3424
1747	1753	13	292	512167	511876	3499	151878	1040	21304	136	21304	136	1	130574	0.9364	0.8730	0.1498	62.6031	257	40657	379	6.0700	257	7.0732	41	634	38	0.1283	0.4828	24.5874	10.0323	0.8810	0.5130	68.9300	257	39844	0.9250	0.3360
1753	1759	13	293	515679	515387	3511	152914	1037	21458	154	21458	154	1	131456	0.9379	0.9926	0.1496	61.2218	257	40963	380	-5.7572	523	-4.1186	59	505	13	0.1273	0.4109	24.5655	10.0380	0.8852	0.5250	67.9980	509	28250	0.9316	0.3347
1759	1777	13	294	526287	525994	10607	156064	3149	21826	368	21826	368	1	134238	0.9358	0.7820	0.1494	62.7315	257	41797	388	-6.9934	457	7.9355	31	2109	144	0.1275	0.3876	24.8164	10.0572	0.8834	0.5394	69.0584	257	40984	0.9306	0.3324
1777	1783	13	297	529847	529551	3559	157121	1056	21944	118	21944	118	1	135177	0.9356	0.7485	0.1493	63.5681	257	42075	391	-5.8905	1361	5.9565	23	840	79	0.1281	0.6480	24.9505	10.0629	0.8905	0.5652	69.8949	257	41262	0.9346	0.3298
1783	1787	13	298	532227	531930	2379	157827	705	22037	93	22037	93	1	135790	0.9364	0.8847	0.1491	64.9416	257	42284	394	-6.7090	457	-7.2609	23	555	41	0.1278	0.6070	24.8047	10.0662	0.8881	0.5458	71.2685	257	41471	0.9340	0.3482
1787	1789	13	299	533419	533121	1191	158177	350	22084	48	22084	48	1	136093	0.9374	0.9207	0.1489	65.1323	257	42388	395	-5.8472	1021	4.0000	23	276	28	0.1275	0.7123	24.8576	10.0673	0.8905	0.5169	71.4514	257	41576	0.9336	0.3400
1789	1801	13	299	540599	540301	7179	160310	2133	22360	276	22360	276	1	137950	0.9375	0.8697	0.1488	65.4708	257	42987	400	7.5191	131	7.1967	61	1031	41	0.1271	0.3820	25.0252	10.0796	0.8916	0.5394	71.7899	257	42175	0.9346	0.3296
1801	1811	13	301	546619	546319	6019	162093	1782	22564	204	22564	204	1	139529	0.9367	0.7703	0.1486	68.7432	257	43466	407	5.5770	617	5.9677	31	1194	83	0.1272	0.5013	25.2253	10.0895	0.8920	0.5550	75.0623	257	42654	0.9376	0.3293
1811	1823	13	303	553887	553585	7267	164252	2158	22823	259	22823	259	1	141429	0.9360	0.8085	0.1485	70.2062	257	44049	413	5.6460	887	-6.5135	37	1360	67	0.1274	0.4329	25.5159	10.1017	0.8876	0.5366	76.5253	257	43237	0.9310	0.3279
1823	1831	13	305	558759	558455	4871	165697	1446	22989	166	22989	166	1	142708	0.9356	0.7742	0.1483	71.3191	257	44420	417	5.8209	67	-3.9070	43	815	34	0.1274	0.5371	25.5303	10.1093	0.8827	0.5305	77.6381	257	43608	0.9314	0.3276
1831	1847	13	306	568567	568262	9807	168603	2907	23349	360	23349	360	1	145254	0.9349	0.8360	0.1481	69.1323	257	45215	421	5.8507	911	11.8108	37	1835	111	0.1267	0.3526	25.9334	10.1256	0.8872	0.5239	75.4514	257	44403	0.9317	0.3245
1847	1861	13	309	577219	576911	8651	171173	2570	23651	302	23651	302	1	147522	0.9338	0.7942	0.1480	67.6848	257	45915	425	-5.5904	1289	9.0377	53	1324	59	0.1271	0.4162	26.2732	10.1397	0.8817	0.5391	74.0039	257	45103	0.9304	0.3252
1861	1867	13	311	580947	580637	3727	172277	1103	23770	119	23770	119	1	148507	0.9335	0.7299	0.1478	68.3191	257	46219	428	-5.3012	601	4.7586	29	801	60	0.1271	0.6265	26.4064	10.1450	0.8757	0.5422	74.6381	257	45407	0.9277	0.3306
1867	1871	13	312	583439	583128	2491	173014	736	23856	86	23856	86	1	149158	0.9339	0.7914	0.1476	67.7315	257	46423	429	-6.1729	457	4.5652	23	580	55	0.1273	0.6766	26.5042	10.1482	0.8792	0.5460	74.0506	257	45611	0.9323	0.3409
1871	1873	13	313	584687	584375	1247	173387	373	23897	42	23897	42	1	149490	0.9345	0.7634	0.1475	66.9222	257	46527	429	7.5213	211	3.4043	47	202	12	0.1273	0.8631	26.5497	10.1493	0.8780	0.5256	73.2335	257	45716	0.9299	0.3353
1873	1877	13	313	587187	586875	2499	174128	741	23985	88	23985	88	1	150143	0.9349	0.8061	0.1473	66.3969	257	46723	430	-5.7119	1607	-5.1351	37	465	20	0.1274	0.6377	25.6507	10.1525	0.8741	0.5236	72.7082	257	45912	0.9255	0.3385
1877	1879	13	314	588439	588126	1251	174497	369	24030	46	24030	46	1	150467	0.9357	0.8470	0.1472	66.6109	257	46824	431	-6.1711	1607	-3.2553	47	194	5	0.1274	0.7435	25.7018	10.1535	0.8735	0.5103	72.9144	257	46014	0.9258	0.3335
1879	1889	13	314	594719	594406	6279	176361	1864	24257	227	24257	227	1	152104	0.9355	0.8283	0.1470	66.6109	257	47338	435	-7.4910	1607	-8.1739	23	1474	120	0.1270	0.4608	25.8466	10.1631	0.8753	0.5559	72.9144	257	46528	0.9251	0.3274
1889	1901	13	316	602299	601984	7579	178611	2250	24529	272	24529	272	1	154082	0.9351	0.8231	0.1469	67.7471	257	47963	441	7.2990	97	5.6390	277	604	10	0.1273	0.4307	26.1364	10.1747	0.8759	0.5478	74.0506	257	47153	0.9277	0.3266
1901	1907	13	318	606107	605790	3807	179742	1131	24680	151	24680	151	1	155062	0.9359	0.9100	0.1467	65.2879	257	48279	441	-6.6988	1607	4.3373	83	484	16	0.1272	0.4436	26.1302	10.1800	0.8777	0.5098	72.8919	509	33876	0.9246	0.3217
1907	1913	13	319	609927	609609	3819	180873	1132	24815	135	24815	135	1	156058	0.9361	0.8137	0.1466	63.4204	383	41475	280	-6.1064	1607	-6.0526	19	998	99	0.1270	0.5628	26.2732	10.1852	0.8758	0.5419	72.9528	509	34115	0.9243	0.3216
1913	1931	13	320	621459	621140	11531	184293	3419	25237	422	25237	422	1	159056	0.9354	0.8431	0.1464	63.0705	383	42308	284	-6.4783	23	-12.6744	43	1928	77	0.1267	0.3511	26.4688	10.2029	0.8836	0.5529	73.0570	509	34852	0.9297	0.3185
1931	1933	13	323	622747	622425	1287	184674	382	25279	43	25279	43	1	159395	0.9360	0.7697	0.1463	64.5265	509	37532	212	-6.8734	229	5.5373	67	183	11	0.1269	0.8311	26.5139	10.2039	0.8822	0.5151	74.7269	509	34936	0.9299	0.3396
1933	1949	13	323	633099	632777	10351	187745	3070	25630	351	25630	351	1	162115	0.9344	0.7826	0.1461	66.1120	241	51440	493	5.7960	593	-8.3451	113	1093	11	0.1277	0.4196	26.8841	10.2194	0.8799	0.5644	74.2240	509	35573	0.9352	0.3209
1949	1951	13	326	634399	634074	1299	188128	384	25672	43	25672	43	1	162456	0.9350	0.7672	0.1459	65.2822	241	51540	493	-7.2038	211	5.9268	41	227	17	0.1278	0.8434	26.9282	10.2204	0.8809	0.5125	73.9332	509	35647	0.9346	0.3197
1951	1973	13	326	648787	648462	14387	192398	4269	26192	520	26192	520	1	166206	0.9337	0.8354	0.1458	67.0545	367	45131	313	4.7086	1321	8.6792	53	2208	92	0.1271	0.3232	26.4809	10.2418	0.8819	0.5482	76.2947	509	36573	0.9312	0.3177
1973	1979	13	330	652739	652410	3951	193572	1173	26324	132	26324	132	1	167248	0.9337	0.7726	0.1457	68.5722	367	45403	316	5.3919	541	-7.1698	53	614	16	0.1273	0.6022	26.6842	10.2469	0.8783	0.5523	76.7466	367	43903	0.9281	0.3162
1979	1987	13	331	658027	657697	5287	195139	1566	26532	208	26532	208	1	168607	0.9344	0.9128	0.1455	67.5778	379	45181	306	5.5989	541	7.5056	89	645	22	0.1265	0.4202	26.8961	10.2539	0.8726	0.5347	77.0354	509	37148	0.9301	0.3171
1987	1993	13	332	662007	661676	3979	196321	1181	26650	118	26650	118	1	169671	0.9339	0.6874	0.1454	68.8684	509	39990	226	-7.0227	397	-5.2349	149	390	0	0.1276	0.7034	27.0167	10.2590	0.8745	0.5732	79.0648	509	37395	0.9303	0.3228
1993	1997	13	333	664667	664335	2659	197112	790	26736	86	26736	86	1	170376	0.9341	0.7497	0.1452	68.2279	509	40153	226	-6.0076	397	-5.9412	17	790	87	0.1275	0.7128	26.8299	10.2620	0.8784	0.5434	78.4244	509	37558	0.9334	0.3221
1997	1999	13	334	665999	665666	1331	197505	393	26777	42	26777	42	1	170728	0.9346	0.7367	0.1451	67.9136	509	40233	226	5.6547	223	-3.6957	23	307	23	0.1276	0.8585	26.8721	10.2630	0.8799	0.5193	78.1061	509	37639	0.9345	0.3426
1999	2003	13	334	668667	668334	2667	198294	789	26870	93	26870	93	1	171424	0.9350	0.8133	0.1449	68.2417	509	40404	227	-6.1370	883	-4.8060	67	362	6	0.1274	0.6301	26.8467	10.2659	0.8763	0.5294	78.4342	509	37810	0.9366	0.3405
2003	2011	13	335	674019	673685	5351	199882	1587	27075	205	27075	205	1	172807	0.9356	0.8922	0.1448	-68.3969	131	69718	996	-5.1982	1009	8.0282	71	709	28	0.1266	0.4315	27.0632	10.2729	0.8710	0.5277	78.0668	509	38158	0.9373	0.3281
2011	2017	13	336	678047	677712	4027	201078	1195	27215	140	27215	140	1	173863	0.9358	0.8100	0.1446	70.1372	379	46591	316	6.4173	127	-4.8686	137	402	1	0.1269	0.5699	27.2113	10.2779	0.8703	0.5391	79.1002	509	38404	0.9380	0.3223
2017	2027	13	337	684787	684451	6739	203080	2001	27452	237	27452	237	1	175628	0.9356	0.8197	0.1445	68.1591	509	41443	231	5.0759	593	5.7534	73	885	30	0.1266	0.4445	27.2206	10.2868	0.8709	0.5502	78.3517	509	38849	0.9330	0.3216
2027	2029	13	339	686139	685801	1351	203480	401	27493	42	27493	42	1	175987	0.9360	0.7256	0.1443	70.0343	379	47179	319	5.2298	1297	4.5957	47	221	14	0.1268	0.9012	27.2613	10.2878	0.8723	0.5328	79.0295	509	38931	0.9385	0.3228
2029	2039	13	339	692919	692581	6779	205490	2009	27722	229	27722	229	1	177768	0.9355	0.7905	0.1442	69.5963	379	47641	321	5.3797	877	-7.5254	59	989	26	0.1270	0.4924	27.4883	10.2966	0.8721	0.5456	77.9235	379	46063	0.9314	0.3212
2039	2053	13	341	702467	702127	9547	208324	2833	28052	330	28052	330	1	180272	0.9347	0.8086	0.1441	71.1172	367	48973	338	-6.1304	23	-6.5246	61	1358	38	0.1269	0.4055	27.5154	10.3094	0.8712	0.5372	79.2807	367	47475	0.9315	0.3220
2053	2063	13	343	709327	708985	6859	210360	2035	28287	235	28287	235	1	182073	0.9343	0.8024	0.1439	-72.3551	107	78557	1396	-8.1739	23	-7.5421	107	778	7	0.1271	0.4694	27.7469	10.3181	0.8638	0.5536	79.2927	509	40391	0.9281	0.3255
2063	2069	13	345	713459	713115	4131	211586	1225	28421	134	28421	134	1	183165	0.9342	0.7608	0.1438	-72.0280	107	79021	1405	-6.7097	31	-6.0930	43	690	26	0.1275	0.5935	27.8784	10.3229	0.8667	0.5232	80.0027	367	48260	0.9347	0.3241
2069	2081	13	346	721759	721414	8299	214044	2459	28690	269	28690	269	1	185354	0.9331	0.7616	0.1436	75.6076	367	50351	350	-7.5217	23	11.8710	31	1645	118	0.1281	0.5038	27.1471	10.3335	0.8686	0.5940	83.7711	367	48853	0.9357	0.3300
2081	2083	13	348	723147	722800	1387	214458	414	28738	49	28738	49	1	185720	0.9338	0.8248	0.1435	76.0736	367	50449	351	-5.5217	23	4.2658	79	187	9	0.1280	0.7802	27.1962	10.3345	0.8711	0.5098	84.2316	367	48952	0.9364	0.3481
