Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
151	157	19	26	4107	4082	307	953	72	394	20	394	20	1	559	1.0113	0.6795	0.4088	5.8302	53	614	29	-6.4839	31	2.4483	29	66	7	0.0750	0.5217	5.2743	5.9651	0.7012	0.5895	8.3962	53	546	0.7943	0.3432
157	163	19	27	4427	4401	319	1029	76	411	17	411	17	1	618	0.9896	0.5542	0.4036	8.0943	53	660	33	-4.3871	31	3.4419	43	55	6	0.0920	0.6825	5.6637	6.0290	0.7088	0.6194	10.6604	53	592	0.7814	0.3984
163	167	19	28	4647	4620	219	1080	50	432	21	432	21	1	648	1.0034	1.0536	0.3986	8.0465	43	773	44	-5.3784	37	-2.2414	29	47	1	0.0817	0.3064	6.1062	6.0650	0.6661	0.5459	10.2642	53	629	0.7809	0.3556
167	173	19	29	4987	4959	339	1160	79	455	23	455	23	1	705	0.9959	0.7392	0.3939	8.3284	67	659	28	-6.7027	37	2.6810	163	26	3	0.0884	0.4461	5.6726	6.1244	0.7148	0.5043	11.4627	67	554	0.7688	0.3832
173	179	19	30	5339	5310	351	1241	80	480	25	480	25	1	761	0.9935	0.8027	0.3893	7.9552	67	705	29	-6.0811	37	2.7021	47	54	5	0.0871	0.4063	5.7605	6.1803	0.7101	0.5091	11.0896	67	600	0.7869	0.3821
179	181	19	31	5459	5429	119	1271	31	492	13	492	13	1	779	1.0055	1.0893	0.3850	7.3881	67	724	29	-6.7027	37	1.6699	103	17	2	0.0844	0.4265	4.9281	6.1930	0.7343	0.5395	10.4925	67	620	0.7548	0.3986
181	191	19	31	6079	6049	619	1414	143	541	49	541	49	1	873	1.0050	0.9000	0.3807	7.8507	67	809	32	-5.4324	37	-2.2195	41	107	3	0.0766	0.2261	5.5629	6.2885	0.7108	0.4419	10.9552	67	705	0.7649	0.3212
191	193	19	33	6207	6175	127	1445	31	547	7	547	7	1	898	1.0048	0.5994	0.3767	7.5254	59	899	38	-6.1081	37	1.5068	73	18	2	0.0772	0.8175	5.0663	6.2996	0.6992	0.5298	10.3881	67	724	0.7821	0.4384
193	197	19	33	6467	6435	259	1504	59	567	20	567	20	1	937	1.0112	0.9092	0.3728	7.2090	67	864	33	-6.2973	37	-3.0968	31	48	0	0.0744	0.3789	5.8756	6.3292	0.6902	0.4856	10.2836	67	761	0.7991	0.3664
197	199	19	34	6599	6566	131	1533	29	574	8	574	8	1	959	1.0146	0.7475	0.3690	7.2264	53	1001	45	-6.9032	31	1.7699	113	13	2	0.0750	0.6821	5.9482	6.3381	0.6914	0.5149	9.7164	67	780	0.8011	0.3549
199	211	19	34	7419	7386	819	1729	196	626	52	626	52	1	1103	0.9910	0.7262	0.3653	10.6596	47	1183	61	-9.5484	31	3.4681	47	130	9	0.0871	0.3861	6.2915	6.4483	0.6949	0.5577	12.8723	47	1131	0.7846	0.3368
211	223	19	36	8287	8252	867	1929	199	685	59	685	59	1	1244	0.9813	0.8193	0.3619	9.7447	47	1322	66	-7.4516	31	-4.3043	23	199	13	0.0869	0.3101	6.0051	6.5483	0.6976	0.5321	11.9574	47	1270	0.8211	0.3452
223	227	19	38	8587	8550	299	2002	72	708	23	708	23	1	1294	0.9861	0.8908	0.3586	9.7170	53	1306	59	-8.1613	31	-2.0851	47	49	0	0.0877	0.4127	5.3587	6.5764	0.7186	0.4899	12.5373	67	1054	0.8190	0.3585
227	229	19	39	8739	8701	151	2033	32	716	9	716	9	1	1317	0.9908	0.7912	0.3555	10.0755	53	1323	60	-6.1613	31	2.2174	23	32	5	0.0887	0.6887	6.3084	6.5829	0.7213	0.4944	12.4906	53	1259	0.8018	0.3419
229	233	19	39	9047	9009	307	2108	74	732	16	732	16	1	1376	0.9855	0.6136	0.3524	10.1233	73	1127	41	-5.1148	61	1.9041	73	40	3	0.0903	0.7148	5.5736	6.6104	0.7175	0.5982	13.2740	73	1012	0.8256	0.4633
233	239	19	40	9519	9480	471	2215	106	764	32	764	32	1	1451	0.9874	0.8642	0.3493	10.9104	67	1276	49	-5.6230	61	2.6047	43	73	6	0.0915	0.4069	5.9289	6.6513	0.7236	0.5339	13.9254	67	1175	0.8143	0.3852
239	241	19	41	9679	9639	159	2252	37	772	9	772	9	1	1480	0.9896	0.7022	0.3464	11.2836	67	1297	50	5.1371	197	1.6699	103	17	2	0.0909	0.7581	5.7773	6.6594	0.7033	0.5068	14.2687	67	1197	0.8076	0.5378
241	251	19	41	10499	10459	819	2445	193	818	46	818	46	1	1627	0.9739	0.6938	0.3435	12.0299	67	1406	54	-4.3282	131	3.0470	149	71	4	0.0948	0.4759	5.7967	6.7333	0.6908	0.6061	15.0149	67	1306	0.8409	0.4159
251	257	19	43	11007	10965	507	2562	116	851	33	851	33	1	1711	0.9747	0.8348	0.3408	11.9403	67	1476	56	-5.3094	181	-3.3226	31	98	3	0.0963	0.4426	6.7809	6.7721	0.6989	0.5361	14.9254	67	1376	0.8177	0.3742
257	263	19	44	11527	11484	519	2683	120	878	27	878	27	1	1805	0.9678	0.6654	0.3381	13.0000	53	1749	79	-6.0968	31	3.4138	29	110	11	0.0980	0.5699	6.3503	6.8104	0.6913	0.5579	15.8356	73	1320	0.8488	0.4405
263	269	19	45	12059	12015	531	2810	127	921	43	921	43	1	1889	0.9767	1.0090	0.3356	13.6027	73	1511	55	-6.0497	181	-3.0435	23	127	8	0.0920	0.2753	7.0038	6.8490	0.6940	0.4861	16.7260	73	1397	0.8454	0.3713
269	271	19	46	12239	12194	179	2848	39	927	7	927	7	1	1921	0.9772	0.5389	0.3331	13.0000	73	1533	55	-6.4696	181	1.9056	233	11	2	0.0950	1.0453	7.0570	6.8550	0.7027	0.5639	16.0959	73	1420	0.8405	0.4979
271	277	19	46	12787	12742	547	2975	126	957	30	957	30	1	2018	0.9730	0.7201	0.3306	15.1096	73	1602	59	-5.4198	131	-2.4590	61	75	0	0.0990	0.5128	7.2928	6.8912	0.7053	0.5611	18.2055	73	1489	0.8390	0.4093
277	281	19	47	13159	13113	371	3064	89	977	20	977	20	1	2087	0.9715	0.6846	0.3282	14.3396	53	2005	90	5.5857	251	1.8088	251	24	2	0.1003	0.6672	7.4525	6.9134	0.7088	0.5819	16.8356	73	1539	0.8688	0.4389
281	283	19	48	13347	13300	187	3105	41	988	12	988	12	1	2117	0.9764	0.8981	0.3259	15.2453	53	2034	92	-5.3094	181	-2.2581	31	35	0	0.1015	0.6194	7.5361	6.9196	0.7141	0.5176	17.5472	53	1973	0.8529	0.4135
283	293	19	48	14307	14260	959	3332	227	1056	68	1056	68	1	2276	0.9794	0.9257	0.3236	14.3962	53	2189	97	-6.2459	61	-3.5616	73	130	0	0.0993	0.2830	8.0760	6.9831	0.7190	0.5218	17.5060	83	1556	0.8742	0.3681
293	307	19	50	15707	15658	1399	3661	328	1144	88	1144	88	1	2517	0.9723	0.8348	0.3214	14.8028	71	2066	73	6.8732	71	4.0000	137	137	6	0.1014	0.2881	8.7985	7.0704	0.7305	0.5128	17.8732	71	1957	0.8697	0.3558
307	311	19	52	16119	16068	411	3755	93	1166	22	1166	22	1	2589	0.9725	0.7409	0.3193	15.6867	83	1922	62	-6.2581	31	1.7952	83	50	3	0.1022	0.6237	8.9886	7.0892	0.7235	0.5653	19.0843	83	1781	0.8628	0.3870
311	313	19	53	16327	16275	207	3808	54	1183	18	1183	18	1	2625	0.9793	1.0507	0.3172	15.0361	83	1949	62	-5.6774	31	1.7990	199	20	2	0.1010	0.4560	9.1179	7.0968	0.7390	0.4952	18.4096	83	1809	0.8453	0.3533
313	317	19	53	16747	16695	419	3907	98	1207	24	1207	24	1	2700	0.9801	0.7769	0.3152	15.7108	83	2004	64	-5.1713	181	-2.6809	47	63	0	0.1000	0.6058	8.1472	7.1160	0.7260	0.5411	19.0843	83	1864	0.8234	0.4026
317	331	19	54	18259	18206	1511	4261	354	1295	88	1295	88	1	2966	0.9703	0.7936	0.3132	15.9639	83	2201	69	-6.0829	181	-6.0000	43	258	6	0.1011	0.3563	10.4172	7.1964	0.7432	0.5668	19.3373	83	2061	0.8603	0.3443
331	337	19	56	18927	18872	667	4420	158	1336	41	1336	41	1	3084	0.9709	0.8335	0.3113	14.1831	71	2514	85	6.7809	251	3.4648	71	90	6	0.1002	0.4283	8.4487	7.2270	0.7413	0.5036	17.3614	83	2143	0.8749	0.3357
337	347	19	57	20067	20011	1139	4687	266	1406	70	1406	70	1	3281	0.9693	0.8503	0.3095	16.1233	73	2587	87	-6.8814	59	-3.9322	59	175	2	0.0978	0.3731	8.1061	7.2797	0.7173	0.5791	19.1644	73	2476	0.8614	0.3372
347	349	19	59	20299	20241	231	4737	51	1419	14	1419	14	1	3318	0.9735	0.8921	0.3077	-15.7317	41	3582	159	-6.5763	59	2.6897	29	48	6	0.0980	0.6454	8.1787	7.2845	0.7318	0.5111	18.3699	73	2505	0.8380	0.3285
349	353	19	59	20767	20709	467	4850	112	1448	29	1448	29	1	3402	0.9759	0.8464	0.3059	15.4217	83	2514	76	-6.4068	59	4.4186	43	77	8	0.0980	0.4828	8.2980	7.3024	0.7432	0.4954	18.7711	83	2375	0.8456	0.3368
353	359	19	60	21479	21420	711	5013	163	1483	35	1483	35	1	3530	0.9725	0.7059	0.3042	15.3014	73	2763	91	-5.9322	59	2.8261	23	163	17	0.1024	0.5464	8.4986	7.3297	0.7700	0.5205	18.3151	73	2653	0.8561	0.3258
359	367	19	61	22447	22387	967	5243	229	1539	56	1539	56	1	3704	0.9703	0.8084	0.3025	17.3373	83	2725	83	-5.9337	181	-4.5517	29	211	10	0.1020	0.4331	7.8991	7.3690	0.7843	0.5259	20.6867	83	2586	0.8566	0.3426
367	373	19	62	23187	23126	739	5417	174	1580	41	1580	41	1	3837	0.9695	0.7832	0.3009	17.0241	83	2821	85	-5.8564	181	3.8696	23	174	19	0.1009	0.5020	8.1527	7.3962	0.7659	0.5765	20.3735	83	2682	0.8441	0.3702
373	379	19	63	23939	23877	751	5588	170	1619	39	1619	39	1	3969	0.9682	0.7666	0.2992	-16.9024	41	4221	189	-8.5854	41	-3.3415	41	130	3	0.1049	0.5293	8.6810	7.4219	0.7780	0.5130	20.2048	83	2772	0.8535	0.3497
379	383	19	64	24447	24384	507	5708	119	1645	26	1645	26	1	4063	0.9682	0.7340	0.2977	17.4247	73	3160	104	-6.0718	181	2.7073	41	88	7	0.1048	0.6251	8.8204	7.4378	0.7801	0.5749	20.4384	73	3050	0.8681	0.3483
383	389	19	65	25219	25155	771	5888	179	1694	49	1694	49	1	4194	0.9716	0.9245	0.2961	17.5205	73	3266	107	7.1928	223	-4.0930	43	131	2	0.1054	0.3985	8.9956	7.4637	0.7830	0.5083	20.5342	73	3156	0.8442	0.3321
389	397	19	66	26267	26202	1047	6133	245	1760	66	1760	66	1	4373	0.9741	0.9145	0.2946	17.6849	73	3406	111	-6.6774	31	-5.3043	23	245	16	0.1019	0.3372	9.2115	7.4993	0.7809	0.5454	20.6986	73	3296	0.8367	0.3175
397	401	19	67	26799	26733	531	6256	123	1789	29	1789	29	1	4467	0.9756	0.8044	0.2931	16.1807	83	3271	95	-7.9346	107	1.9725	109	56	3	0.1006	0.5347	9.3473	7.5141	0.7812	0.5015	19.5301	83	3132	0.8619	0.3501
401	409	19	68	27879	27812	1079	6508	251	1843	54	1843	54	1	4665	0.9710	0.7377	0.2916	19.8493	73	3619	119	-7.6449	107	-4.8261	23	251	17	0.1024	0.4949	10.1278	7.5486	0.7758	0.5731	22.8630	73	3509	0.8918	0.3511
409	419	19	69	29259	29191	1379	6833	325	1903	60	1903	60	1	4930	0.9596	0.6361	0.2902	21.3014	73	3785	125	-5.7196	107	4.7241	29	294	25	0.1071	0.5541	10.3524	7.5924	0.7488	0.5696	24.3151	73	3675	0.8657	0.3568
419	421	19	71	29539	29469	279	6894	62	1926	24	1926	24	1	4968	0.9673	1.3402	0.2888	21.2603	73	3823	126	-6.8598	107	-2.0465	43	44	0	0.1028	0.3643	10.0705	7.5965	0.7523	0.5068	24.2466	73	3714	0.8698	0.3833
421	431	19	71	30959	30889	1419	7229	334	2016	90	2016	90	1	5213	0.9701	0.9374	0.2875	18.8356	73	4021	129	-9.0508	59	-5.7872	47	230	4	0.1007	0.3007	9.9427	7.6392	0.7667	0.5073	21.8219	73	3912	0.8445	0.3471
431	433	19	73	31247	31175	287	7295	67	2034	19	2034	19	1	5261	0.9745	0.9911	0.2861	18.8767	73	4056	130	-7.2881	59	-1.8261	23	67	4	0.1003	0.5048	9.7489	7.6436	0.7789	0.4940	21.8356	73	3948	0.8312	0.3342
433	439	19	73	32119	32047	871	7503	207	2078	44	2078	44	1	5425	0.9724	0.7463	0.2848	17.6986	73	4172	132	-7.3390	59	-4.9302	43	149	2	0.1031	0.5669	10.1762	7.6671	0.7942	0.5823	20.6575	73	4064	0.8231	0.3256
439	443	19	74	32707	32634	587	7637	133	2101	23	2101	23	1	5536	0.9704	0.6100	0.2835	17.8630	73	4239	134	-8.8814	59	4.0323	31	108	11	0.1048	0.8032	9.8502	7.6802	0.7797	0.5540	20.8219	73	4131	0.8286	0.3700
443	449	19	75	33599	33525	891	7846	208	2147	46	2147	46	1	5699	0.9696	0.7836	0.2822	17.6027	73	4358	137	-7.6542	107	3.7021	47	148	10	0.1063	0.5620	11.2775	7.7027	0.7770	0.5831	20.5616	73	4250	0.8290	0.3535
449	457	19	76	34807	34732	1207	8131	284	2217	70	2217	70	1	5914	0.9704	0.8772	0.2810	17.9726	73	4527	142	-6.7191	89	-3.6279	43	207	6	0.1042	0.3587	10.3436	7.7339	0.7810	0.4974	20.9315	73	4419	0.8495	0.3594
457	461	19	77	35419	35343	611	8274	142	2250	33	2250	33	1	6024	0.9721	0.8308	0.2797	17.8356	73	4605	144	-7.4265	211	4.7297	37	116	11	0.1040	0.5254	9.8468	7.7470	0.7791	0.4935	20.8523	149	2991	0.8379	0.3509
461	463	19	78	35727	35650	307	8344	70	2259	10	2259	10	1	6085	0.9720	0.5129	0.2785	16.9315	73	4638	144	-7.0900	211	2.6552	29	63	7	0.1062	1.1000	9.8862	7.7511	0.7806	0.5657	21.4899	149	3018	0.8276	0.3545
463	467	19	78	36347	36270	619	8494	149	2289	30	2289	30	1	6205	0.9717	0.7260	0.2773	18.6849	73	4720	148	-7.7664	107	2.6502	263	46	3	0.1064	0.6809	10.0175	7.7645	0.7737	0.5264	21.8583	127	3438	0.8251	0.3495
467	479	19	79	38239	38161	1891	8937	442	2389	100	2389	100	1	6548	0.9681	0.8193	0.2761	20.0361	83	4688	133	-6.8315	89	3.5652	23	442	42	0.1063	0.3422	10.3774	7.8111	0.7640	0.5247	23.3133	83	4552	0.8246	0.3522
479	487	19	81	39527	39447	1287	9238	301	2463	74	2463	74	1	6775	0.9696	0.8940	0.2750	19.3253	83	4842	136	-6.6729	107	3.7151	179	115	5	0.1051	0.3677	10.7028	7.8400	0.7741	0.5408	22.6024	83	4706	0.8345	0.3254
487	491	19	82	40179	40098	651	9389	151	2487	24	2487	24	1	6902	0.9672	0.5804	0.2739	19.2877	73	5209	162	-6.9936	313	3.3433	67	89	6	0.1070	0.8727	10.8200	7.8521	0.7778	0.5690	22.2192	73	5102	0.8464	0.3753
491	499	19	83	41499	41417	1319	9697	307	2557	70	2557	70	1	7140	0.9668	0.8360	0.2727	21.2466	73	5393	169	-6.9617	313	-4.0968	31	265	13	0.1055	0.4291	11.1497	7.8803	0.7838	0.5571	24.1781	73	5286	0.8721	0.3739
499	503	19	84	42167	42084	667	9850	153	2585	28	2585	28	1	7265	0.9661	0.6737	0.2716	20.0822	73	5472	170	-7.3817	131	4.0233	43	107	9	0.1072	0.7339	10.3607	7.8920	0.7761	0.5495	23.0137	73	5365	0.8778	0.3593
503	509	19	85	43179	43095	1011	10093	242	2631	46	2631	46	1	7462	0.9635	0.7025	0.2706	20.2466	73	5612	174	-8.6682	211	3.9827	173	88	5	0.1098	0.6176	10.4881	7.9124	0.7818	0.5710	23.1781	73	5505	0.8684	0.3618
509	521	19	86	45239	45154	2059	10575	481	2740	109	2740	109	1	7835	0.9614	0.8409	0.2695	20.5479	73	5893	182	-7.4059	101	4.8375	277	161	6	0.1082	0.3519	12.0036	7.9551	0.7732	0.5349	23.4795	73	5786	0.8652	0.3432
521	523	19	88	45587	45500	347	10658	84	2760	21	2760	21	1	7898	0.9646	0.9312	0.2685	21.4521	73	5933	184	8.2791	43	4.3023	43	58	7	0.1075	0.6288	11.8159	7.9590	0.7792	0.5058	24.3562	73	5827	0.8688	0.3369
523	541	19	88	48779	48692	3191	11394	735	2917	157	2917	157	1	8477	0.9573	0.7987	0.2674	19.4932	73	6333	193	-7.0000	211	6.2233	103	349	13	0.1058	0.3322	12.2130	8.0220	0.7631	0.5326	24.5491	173	3845	0.8537	0.3319
541	547	19	91	49867	49777	1087	11655	260	2962	45	2962	45	1	8693	0.9538	0.6496	0.2665	19.3526	173	4381	70	-7.4739	211	-3.2759	29	236	13	0.1092	0.6582	13.7148	8.0409	0.7753	0.5484	24.4624	173	3939	0.8679	0.3583
547	557	19	92	51707	51616	1839	12094	438	3061	99	3061	99	1	9033	0.9534	0.8514	0.2655	20.8356	73	6722	205	-7.6412	131	-6.6512	43	315	8	0.1086	0.3589	15.7112	8.0742	0.7754	0.5230	25.4393	173	4114	0.8850	0.3378
557	563	19	94	52827	52734	1119	12355	261	3115	54	3115	54	1	9240	0.9531	0.7821	0.2645	21.1850	173	4655	75	-6.9457	313	3.8108	37	207	15	0.1098	0.5320	10.3967	8.0920	0.7752	0.5603	26.2948	173	4213	0.8840	0.3457
563	569	19	95	53959	53865	1131	12620	265	3186	71	3186	71	1	9434	0.9578	1.0165	0.2636	20.9249	173	4764	76	-6.6209	211	-3.0435	23	265	20	0.1074	0.2851	11.3179	8.1097	0.7877	0.4788	26.0347	173	4322	0.8838	0.3231
569	571	19	96	54339	54244	379	12707	87	3206	21	3206	21	1	9501	0.9606	0.9190	0.2627	22.4740	173	4803	78	-6.5094	53	3.0968	31	76	8	0.1051	0.7070	11.3961	8.1130	0.7674	0.5357	27.5723	173	4362	0.8663	0.4023
571	577	19	96	55487	55392	1147	12973	266	3273	67	3273	67	1	9700	0.9639	0.9623	0.2617	21.8405	163	5066	84	-7.9668	211	-3.7586	29	243	13	0.1041	0.3574	11.6341	8.1302	0.7876	0.4982	26.7117	163	4669	0.8773	0.3255
577	587	19	97	57427	57331	1939	13424	451	3355	82	3355	82	1	10069	0.9582	0.6971	0.2608	23.6442	163	5245	88	-8.2417	211	-3.2676	71	258	4	0.1055	0.4956	11.6291	8.1609	0.7861	0.5257	28.5153	163	4848	0.8891	0.3364
587	593	19	99	58607	58509	1179	13706	281	3407	52	3407	52	1	10299	0.9563	0.7119	0.2599	24.2454	163	5359	90	-8.9147	211	-4.9149	47	186	3	0.1059	0.6145	10.9440	8.1783	0.7825	0.5780	29.1166	163	4962	0.8914	0.3528
593	599	19	100	59799	59700	1191	13984	277	3467	60	3467	60	1	10517	0.9570	0.8361	0.2591	22.8344	163	5474	90	-7.3546	313	-3.5738	61	170	2	0.1043	0.4748	11.6931	8.1950	0.7851	0.5434	27.7055	163	5077	0.9009	0.3524
599	601	19	101	60199	60099	399	14077	94	3486	20	3486	20	1	10591	0.9591	0.8240	0.2582	22.3313	163	5515	90	-8.5468	139	-2.4146	41	70	1	0.1044	0.7020	11.7572	8.1983	0.7729	0.5168	27.2948	173	4905	0.8905	0.3491
601	607	19	101	61407	61307	1207	14358	281	3538	52	3538	52	1	10820	0.9575	0.7191	0.2573	22.0552	163	5619	91	-9.5899	139	4.4516	31	241	20	0.1041	0.5778	10.9427	8.2147	0.7743	0.5591	27.1040	173	5008	0.9109	0.3799
607	613	19	102	62627	62526	1219	14643	284	3590	52	3590	52	1	11053	0.9558	0.7139	0.2565	21.8960	173	5545	86	-7.7962	211	3.5301	83	144	7	0.1059	0.5998	11.1248	8.2311	0.7737	0.5311	26.9827	173	5105	0.8993	0.3799
613	617	19	103	63447	63345	819	14832	189	3623	33	3623	33	1	11209	0.9555	0.6830	0.2557	22.0289	173	5620	87	-7.6995	193	2.9588	97	99	5	0.1058	0.7511	11.2395	8.2406	0.7664	0.5579	27.1156	173	5180	0.9006	0.3961
617	619	19	104	63859	63756	411	14929	97	3642	20	3642	20	1	11287	0.9573	0.8091	0.2548	23.5896	173	5658	89	-8.5071	211	1.5652	23	97	10	0.1058	0.7290	11.8055	8.2439	0.7728	0.5188	28.6647	173	5219	0.9034	0.3820
619	631	19	104	66359	66256	2499	15521	592	3761	119	3761	119	1	11760	0.9540	0.7914	0.2540	22.9538	173	5886	91	-8.3237	139	5.8966	29	538	43	0.1046	0.3781	12.1519	8.2795	0.7666	0.5132	28.0289	173	5447	0.9123	0.3771
631	641	19	106	68479	68374	2119	16017	495	3863	102	3863	102	1	12154	0.9525	0.8138	0.2532	22.0061	163	6275	99	-9.4604	139	-6.5676	37	399	15	0.1047	0.4314	11.4879	8.3078	0.7683	0.5386	26.8528	163	5880	0.9090	0.3718
641	643	19	108	68907	68800	427	16116	100	3881	19	3881	19	1	12235	0.9541	0.7527	0.2524	23.1445	173	6129	94	-8.8849	139	-2.4865	37	83	2	0.1055	0.7902	12.1092	8.3109	0.7757	0.5376	28.2081	173	5691	0.9058	0.3670
643	647	19	108	69767	69660	859	16314	197	3921	40	3921	40	1	12393	0.9552	0.8069	0.2516	23.2197	173	6209	95	-8.9346	107	3.1381	181	78	4	0.1053	0.6026	12.2371	8.3200	0.7783	0.5312	28.2832	173	5771	0.9002	0.3860
647	653	19	109	71067	70959	1299	16621	307	3985	64	3985	64	1	12636	0.9558	0.8311	0.2508	23.0940	149	6847	115	-8.1511	139	-4.9014	71	174	0	0.1055	0.5003	12.4368	8.3355	0.7807	0.5417	27.9422	173	5887	0.8977	0.3685
653	659	19	110	72379	72270	1311	16929	307	4058	73	4058	73	1	12871	0.9585	0.9508	0.2501	22.2819	149	6982	116	-7.5827	139	3.7525	101	164	7	0.1042	0.3801	12.6708	8.3508	0.7768	0.5007	26.9396	149	6635	0.8988	0.3639
659	661	19	111	72819	72709	439	17035	106	4079	22	4079	22	1	12956	0.9604	0.8325	0.2493	21.9018	163	6691	104	-9.1079	139	2.9355	31	94	9	0.1049	0.7161	12.7363	8.3540	0.7796	0.5123	26.7239	163	6298	0.8861	0.3544
661	673	19	111	75487	75377	2667	17656	621	4187	108	4187	108	1	13469	0.9541	0.6997	0.2486	24.8834	163	6937	110	9.1650	103	7.0345	29	565	46	0.1080	0.5040	13.0889	8.3868	0.7626	0.5825	29.7055	163	6544	0.8874	0.3592
673	677	19	113	76387	76275	899	17864	207	4229	42	4229	42	1	13635	0.9552	0.8187	0.2478	25.9018	163	7017	112	-8.0360	139	3.3582	67	122	7	0.1086	0.5531	13.2200	8.3955	0.7737	0.5105	30.7239	163	6624	0.8813	0.3501
677	683	19	114	77747	77634	1359	18181	316	4288	59	4288	59	1	13893	0.9545	0.7556	0.2471	25.3804	163	7141	113	-10.0403	149	4.2844	109	148	7	0.1095	0.5601	12.4197	8.4101	0.7650	0.5473	30.2025	163	6748	0.8764	0.3646
683	691	19	115	79579	79465	1831	18610	429	4368	80	4368	80	1	14242	0.9527	0.7569	0.2464	28.1840	163	7320	118	-8.4451	337	3.8136	59	271	13	0.1097	0.5385	12.7906	8.4305	0.7597	0.5609	33.0061	163	6927	0.8739	0.3479
691	701	19	116	81899	81784	2319	19150	540	4473	105	4473	105	1	14677	0.9508	0.7915	0.2457	27.6074	163	7530	120	-8.7421	349	-4.6197	71	306	4	0.1110	0.4517	13.0981	8.4562	0.7490	0.5553	32.4294	163	7137	0.8701	0.3360
701	709	19	118	83779	83662	1879	19596	445	4552	79	4552	79	1	15044	0.9483	0.7247	0.2450	25.9708	137	8359	148	-9.2980	349	3.3043	23	445	42	0.1119	0.5273	13.3324	8.4764	0.7541	0.5165	30.5780	173	7043	0.8714	0.3480
709	719	19	119	86159	86041	2379	20152	555	4653	101	4653	101	1	15499	0.9453	0.7450	0.2443	27.5235	149	8305	139	-9.4842	349	-4.9836	61	335	6	0.1144	0.4660	13.6340	8.5016	0.7468	0.5133	32.1678	149	7959	0.8659	0.3428
719	727	19	121	88087	87967	1927	20605	452	4758	105	4758	105	1	15847	0.9480	0.9537	0.2436	27.5474	137	8799	156	-10.0802	349	-4.3585	53	301	7	0.1131	0.3674	13.9531	8.5210	0.7733	0.5234	31.8540	137	8504	0.8757	0.3422
727	733	19	122	89547	89426	1459	20950	344	4821	63	4821	63	1	16129	0.9473	0.7539	0.2429	27.3139	137	8952	158	-10.4388	139	5.2759	29	315	27	0.1138	0.5487	14.1493	8.5349	0.7760	0.5308	31.6204	137	8657	0.8841	0.3594
733	739	19	123	91019	90897	1471	21297	346	4892	71	4892	71	1	16405	0.9482	0.8471	0.2423	26.9693	163	8397	130	-11.4317	139	-3.9310	29	318	18	0.1125	0.4954	14.3602	8.5485	0.7697	0.5669	31.7914	163	8004	0.8853	0.3542
739	743	19	124	92007	91884	987	21524	227	4934	42	4934	42	1	16590	0.9488	0.7658	0.2416	27.5912	137	9207	162	-11.6978	139	2.8049	41	168	11	0.1132	0.6552	14.4919	8.5564	0.7699	0.5269	32.1409	149	8557	0.8753	0.3523
743	751	19	125	93999	93875	1991	21990	465	5017	83	5017	83	1	16973	0.9469	0.7408	0.2409	28.5583	163	8675	135	-9.4029	139	4.8276	29	423	34	0.1143	0.5469	14.7526	8.5752	0.7884	0.5690	33.3804	163	8282	0.8891	0.3660
751	757	19	126	95507	95382	1507	22341	350	5090	73	5090	73	1	17251	0.9481	0.8679	0.2403	28.3796	137	9564	168	-8.4532	139	4.1860	43	254	16	0.1139	0.4655	14.9810	8.5883	0.7879	0.5527	32.6861	137	9269	0.8829	0.3678
757	761	19	127	96519	96393	1011	22577	235	5138	48	5138	48	1	17439	0.9495	0.8522	0.2397	27.8467	137	9669	169	-7.8489	139	2.9459	37	186	13	0.1138	0.5452	15.1274	8.5962	0.7935	0.5139	32.6859	277	5999	0.8890	0.3772
761	769	19	128	98559	98432	2039	23055	477	5236	98	5236	98	1	17819	0.9501	0.8595	0.2390	29.7372	137	9882	174	-8.7266	139	3.9420	293	155	5	0.1137	0.4143	16.0925	8.6145	0.7928	0.5193	34.0438	137	9587	0.8899	0.3578
769	773	19	129	99587	99459	1027	23300	244	5286	50	5286	50	1	18014	0.9515	0.8595	0.2384	28.2044	137	9987	174	-9.2518	139	-3.7260	73	136	0	0.1141	0.5429	15.7532	8.6225	0.8051	0.5070	32.9819	277	6235	0.8886	0.3454
773	787	19	130	103227	103098	3639	24152	852	5446	160	5446	160	1	18706	0.9482	0.7897	0.2378	28.7299	137	10362	180	10.8261	23	8.1860	43	598	36	0.1152	0.4085	16.5707	8.6558	0.8083	0.5574	33.0365	137	10067	0.8987	0.3369
787	797	19	132	105867	105736	2639	24768	616	5564	118	5564	118	1	19204	0.9471	0.8076	0.2372	29.7445	137	10635	185	10.8049	41	-3.9355	31	526	30	0.1146	0.3921	14.4392	8.6784	0.8115	0.4983	34.5668	277	6708	0.8855	0.3329
797	809	19	134	109079	108946	3211	25520	751	5714	150	5714	150	1	19806	0.9463	0.8442	0.2366	28.0462	173	9857	142	-9.6849	457	-5.3793	29	687	42	0.1133	0.3791	13.9165	8.7058	0.7984	0.5696	33.7040	277	6966	0.8869	0.3327
