Q	Qn	a	k_lo	k_hi	W	S	N_A	N_A_sec	twins	twins_sec	surv	surv_sec	ok	sum_fresh	R	R_sec	prod	maxDf	gDf	NcurDf	freshDf	maxDr	gDr	maxDfs	gDfs	NcurDfs	freshDfs	E_win	E_sec	top_max	room	pct_mean	pct_sec_mean	maxDl	gDl	NliveDl	pct_live_mean	E_live
1913	1931	19	320	621459	621140	11531	145496	2698	25237	422	25237	422	1	120259	0.9354	0.8435	0.1854	63.0705	383	42308	284	11.5905	569	-12.6744	43	1928	77	0.1267	0.3498	26.4688	10.2029	0.8847	0.5512	73.0570	509	34852	0.9312	0.3185
1931	1933	19	323	622747	622425	1287	145794	298	25279	43	25279	43	1	120515	0.9360	0.7789	0.1853	64.5265	509	37532	212	11.5431	569	5.5373	67	183	11	0.1269	0.8205	26.5139	10.2039	0.8845	0.5154	74.7269	509	34936	0.9325	0.3396
1933	1949	19	323	633099	632777	10351	148224	2429	25630	351	25630	351	1	122594	0.9344	0.7809	0.1851	66.1120	241	51440	493	-10.3506	1021	-8.3451	113	1093	11	0.1277	0.4196	26.8841	10.2194	0.8814	0.5652	74.2240	509	35573	0.9371	0.3209
1949	1951	19	326	634399	634074	1299	148529	306	25672	43	25672	43	1	122857	0.9349	0.7601	0.1849	65.2822	241	51540	493	-10.8578	211	5.9268	41	227	17	0.1278	0.8434	26.9282	10.2204	0.8828	0.5125	73.9332	509	35647	0.9369	0.3197
1951	1973	19	326	648787	648462	14387	151894	3364	26192	520	26192	520	1	125702	0.9337	0.8370	0.1847	67.0545	367	45131	313	10.1019	569	8.6792	53	2208	92	0.1271	0.3216	26.4809	10.2418	0.8844	0.5466	76.2947	509	36573	0.9340	0.3177
1973	1979	19	330	652739	652410	3951	152823	928	26324	132	26324	132	1	126499	0.9336	0.7710	0.1845	68.5722	367	45403	316	-10.5025	197	-7.1698	53	614	16	0.1273	0.6013	26.6842	10.2469	0.8821	0.5531	76.7466	367	43903	0.9322	0.3162
1979	1987	19	331	658027	657697	5287	154057	1233	26532	208	26532	208	1	127525	0.9344	0.9153	0.1843	67.5778	379	45181	306	-10.7767	1021	7.5056	89	645	22	0.1265	0.4178	26.8961	10.2539	0.8759	0.5346	77.0354	509	37148	0.9338	0.3170
1987	1993	19	332	662007	661676	3979	154987	929	26650	118	26650	118	1	128337	0.9339	0.6899	0.1841	68.8684	509	39990	226	-11.1182	719	-5.2349	149	390	0	0.1276	0.6985	27.0167	10.2589	0.8786	0.5715	79.0648	509	37395	0.9348	0.3228
1993	1997	19	333	664667	664335	2659	155616	628	26736	86	26736	86	1	128880	0.9341	0.7445	0.1839	68.2279	509	40153	226	-10.8679	719	3.5351	641	149	4	0.1274	0.7113	26.8299	10.2620	0.8787	0.5433	78.4244	509	37558	0.9341	0.3221
1997	1999	19	334	665999	665666	1331	155923	307	26777	42	26777	42	1	129146	0.9346	0.7445	0.1838	67.9136	509	40233	226	-10.9746	197	-3.6957	23	307	23	0.1275	0.8492	26.8721	10.2629	0.8797	0.5189	78.1061	509	37639	0.9347	0.3426
1999	2003	19	334	668667	668334	2667	156547	624	26870	93	26870	93	1	129677	0.9350	0.8119	0.1836	68.2417	509	40404	227	-10.7746	71	-4.8060	67	362	6	0.1274	0.6299	26.8467	10.2659	0.8773	0.5315	78.4342	509	37810	0.9380	0.3404
2003	2011	19	335	674019	673685	5351	157802	1254	27075	205	27075	205	1	130727	0.9356	0.8914	0.1834	-68.3969	131	69718	996	-10.1126	1021	8.0282	71	709	28	0.1266	0.4306	27.0632	10.2729	0.8748	0.5283	78.0668	509	38158	0.9416	0.3281
2011	2017	19	336	678047	677712	4027	158743	940	27215	140	27215	140	1	131528	0.9358	0.8130	0.1832	70.1372	379	46591	316	9.1102	127	-4.8686	137	402	1	0.1268	0.5666	27.2113	10.2779	0.8729	0.5408	79.1002	509	38404	0.9411	0.3223
2017	2027	19	337	684787	684451	6739	160324	1581	27452	237	27452	237	1	132872	0.9356	0.8191	0.1830	68.1591	509	41443	231	-9.6548	197	5.7534	73	885	30	0.1265	0.4424	27.2206	10.2868	0.8712	0.5490	78.3517	509	38849	0.9337	0.3216
2027	2029	19	339	686139	685801	1351	160645	322	27493	42	27493	42	1	133152	0.9360	0.7134	0.1828	70.0343	379	47179	319	-8.9137	197	4.5957	47	221	14	0.1267	0.9012	27.2613	10.2878	0.8735	0.5311	79.0295	509	38931	0.9401	0.3228
2029	2039	19	339	692919	692581	6779	162225	1580	27722	229	27722	229	1	134503	0.9355	0.7935	0.1827	69.5963	379	47641	321	-12.9543	197	-7.5254	59	989	26	0.1270	0.4890	27.4883	10.2966	0.8737	0.5453	77.9235	379	46063	0.9334	0.3211
2039	2053	19	341	702467	702127	9547	164469	2243	28052	330	28052	330	1	136417	0.9347	0.8062	0.1825	71.1172	367	48973	338	-12.7360	197	-6.5246	61	1358	38	0.1269	0.4055	27.5154	10.3094	0.8720	0.5360	79.2807	367	47475	0.9327	0.3220
2053	2063	19	343	709327	708985	6859	166076	1606	28287	235	28287	235	1	137789	0.9343	0.8027	0.1823	-72.3551	107	78557	1396	-11.0508	197	-7.5421	107	778	7	0.1271	0.4682	27.7469	10.3181	0.8673	0.5542	79.2927	509	40391	0.9320	0.3255
2063	2069	19	345	713459	713115	4131	167042	966	28421	134	28421	134	1	138621	0.9342	0.7616	0.1821	-72.0280	107	79021	1405	-10.7902	1301	-6.0930	43	690	26	0.1275	0.5925	27.8784	10.3229	0.8700	0.5256	80.0027	367	48260	0.9385	0.3241
2069	2081	19	346	721759	721414	8299	168982	1940	28690	269	28690	269	1	140292	0.9331	0.7621	0.1820	75.6076	367	50351	350	-11.5533	197	11.8710	31	1645	118	0.1281	0.5030	27.1471	10.3335	0.8710	0.5966	83.7711	367	48853	0.9386	0.3300
2081	2083	19	348	723147	722800	1387	169309	327	28738	49	28738	49	1	140571	0.9338	0.8244	0.1818	76.0736	367	50449	351	-12.8372	43	4.2658	79	187	9	0.1280	0.7789	27.1962	10.3345	0.8719	0.5120	84.2316	367	48952	0.9377	0.3481
2083	2087	19	348	725927	725580	2779	169962	653	28820	82	28820	82	1	141142	0.9337	0.6915	0.1816	76.0000	367	50646	352	11.8900	409	6.1860	43	469	28	0.1281	0.7812	27.6716	10.3374	0.8699	0.5556	84.1580	367	49149	0.9423	0.3381
2087	2089	19	349	727319	726971	1391	170283	321	28867	48	28867	48	1	141416	0.9344	0.8242	0.1814	75.4441	367	50748	352	11.3203	409	-5.9512	41	245	6	0.1281	0.7973	27.7177	10.3383	0.8717	0.5253	83.5967	367	49252	0.9409	0.3536
2089	2099	19	349	734299	733951	6979	171925	1642	29106	239	29106	239	1	142819	0.9340	0.8030	0.1813	74.7629	367	51240	354	10.4128	109	-6.8814	59	1029	28	0.1282	0.4532	27.9472	10.3470	0.8703	0.5274	82.9155	367	49744	0.9417	0.3296
2099	2111	19	351	742719	742369	8419	173893	1967	29394	288	29394	288	1	144499	0.9335	0.8086	0.1811	74.4060	367	51856	357	-13.4112	197	9.7015	67	1149	44	0.1285	0.4438	28.0076	10.3574	0.8676	0.5577	84.0295	509	42494	0.9354	0.3262
2111	2113	19	353	744127	743775	1407	174221	329	29446	53	29446	53	1	144775	0.9343	0.8905	0.1809	75.8283	367	51962	359	-12.7411	197	-7.2162	37	263	7	0.1283	0.7282	28.0572	10.3583	0.8685	0.5250	83.9755	367	50467	0.9361	0.3257
2113	2129	19	353	755439	755087	11311	176877	2655	29823	377	29823	377	1	147054	0.9329	0.7856	0.1807	75.3760	367	52779	363	-12.7056	197	-8.2414	29	2425	159	0.1285	0.4025	28.4202	10.3725	0.8633	0.5528	84.0718	557	41755	0.9328	0.3317
2129	2131	19	356	756859	756504	1419	177203	326	29867	45	29867	45	1	147336	0.9334	0.7645	0.1806	75.8256	367	52880	364	-12.0152	197	-4.6512	43	229	6	0.1288	0.8460	28.4631	10.3734	0.8681	0.5247	83.9673	367	51386	0.9371	0.3512
2131	2137	19	356	761127	760772	4267	178202	999	30000	133	30000	133	1	148202	0.9332	0.7380	0.1804	75.1853	367	53181	365	-10.9462	1301	-6.6716	67	592	11	0.1289	0.6457	28.5908	10.3781	0.8673	0.5636	84.8618	557	42092	0.9379	0.3355
2137	2141	19	357	763979	763623	2851	178874	671	30102	102	30102	102	1	148772	0.9337	0.8434	0.1802	75.1117	367	53378	366	11.0992	131	9.6226	53	434	26	0.1288	0.6369	28.6889	10.3809	0.8668	0.5289	84.2621	557	42259	0.9384	0.3386
2141	2143	19	358	765407	765050	1427	179208	334	30147	46	30147	46	1	149061	0.9343	0.7649	0.1801	75.3084	509	46495	258	-11.2651	83	-3.4324	37	267	11	0.1290	0.8460	28.7318	10.3818	0.8651	0.5213	85.4774	509	43907	0.9360	0.3341
2143	2153	19	358	772567	772210	7159	180883	1674	30381	234	30381	234	1	150502	0.9337	0.7770	0.1799	76.7166	367	54001	371	12.4866	409	8.0984	61	1034	42	0.1289	0.4965	28.5162	10.3902	0.8637	0.5666	86.6778	509	44365	0.9351	0.3342
2153	2161	19	360	778319	777960	5751	182229	1346	30571	190	30571	190	1	151658	0.9334	0.7854	0.1797	79.4060	367	54425	376	-11.0406	197	7.9565	23	1346	125	0.1292	0.5248	28.6945	10.3967	0.8623	0.5335	87.5422	367	52932	0.9409	0.3285
2161	2179	19	361	791339	790979	13019	185278	3048	31009	438	31009	438	1	154269	0.9321	0.8003	0.1796	79.3597	367	55351	381	12.4177	79	13.2881	59	1909	78	0.1293	0.3909	29.1084	10.4124	0.8671	0.5642	87.4959	367	53858	0.9444	0.3265
2179	2203	19	364	808867	808504	17527	189386	4107	31580	571	31580	571	1	157806	0.9295	0.7750	0.1794	81.6131	367	56589	390	11.9071	409	11.4906	53	2690	113	0.1296	0.3704	29.2281	10.4334	0.8612	0.5856	89.7583	509	46635	0.9378	0.3255
2203	2207	19	368	811807	811440	2939	190069	683	31681	101	31681	101	1	158388	0.9300	0.8251	0.1792	80.8468	509	49412	275	11.5672	409	3.8828	239	253	6	0.1296	0.6459	29.3216	10.4361	0.8612	0.5424	91.0157	509	46824	0.9378	0.3250
2207	2213	19	369	816227	815859	4419	191104	1035	31818	137	31818	137	1	159286	0.9298	0.7392	0.1791	81.8447	367	57097	393	12.5061	409	-7.2791	43	737	27	0.1298	0.6403	29.4484	10.4406	0.8601	0.5542	90.9587	509	47093	0.9350	0.3262
2213	2221	19	370	822139	821770	5911	192498	1393	32032	214	32032	214	1	160466	0.9301	0.8587	0.1789	83.3815	367	57549	397	11.6895	409	-5.4971	173	562	1	0.1297	0.4386	29.6483	10.4470	0.8615	0.5126	91.5177	367	56056	0.9363	0.3267
2221	2237	19	371	834027	833657	11887	195283	2785	32419	387	32419	387	1	162864	0.9287	0.7774	0.1787	85.2161	509	50845	285	-10.7472	1871	-7.3944	71	1576	37	0.1300	0.4164	30.0111	10.4604	0.8626	0.5493	95.3851	509	48257	0.9442	0.3293
2237	2239	19	374	835519	835146	1491	195629	347	32466	48	32466	48	1	163163	0.9293	0.7746	0.1786	84.8821	509	50930	285	-11.3539	421	5.3380	71	201	11	0.1301	0.8515	30.0555	10.4613	0.8639	0.5261	95.0472	509	48343	0.9459	0.3293
2239	2243	19	374	838507	838134	2987	196327	697	32556	90	32556	90	1	163771	0.9294	0.7237	0.1784	85.1945	509	51105	286	-11.6698	421	4.9355	31	590	43	0.1303	0.7380	30.1425	10.4640	0.8604	0.5233	95.3595	509	48518	0.9463	0.3557
2243	2251	19	375	844499	844125	5991	197731	1404	32734	178	32734	178	1	164997	0.9286	0.7112	0.1783	84.7014	509	51485	287	-11.0851	47	-7.7742	31	1190	69	0.1309	0.6148	30.3091	10.4702	0.8627	0.5534	94.8664	509	48898	0.9479	0.3381
2251	2267	19	376	856547	856172	12047	200556	2825	33120	386	33120	386	1	167436	0.9272	0.7672	0.1781	83.1008	367	59986	410	-11.4729	571	-8.3186	113	1261	14	0.1319	0.4244	30.6719	10.4835	0.8678	0.5561	91.9823	509	49632	0.9482	0.3335
2267	2269	19	379	858059	857681	1511	200908	353	33166	47	33166	47	1	167742	0.9277	0.7482	0.1780	82.5286	367	60091	410	-11.7058	571	6.0943	53	236	15	0.1321	0.9184	30.7154	10.4844	0.8712	0.5371	91.6090	509	49727	0.9484	0.3328
2269	2273	19	379	861087	860709	3027	201610	701	33275	109	33275	109	1	168335	0.9283	0.8746	0.1778	84.3188	367	60313	413	-11.1489	47	4.5484	31	596	43	0.1320	0.5904	29.8181	10.4870	0.8684	0.5242	92.4441	367	58822	0.9458	0.3381
2273	2281	19	380	867159	866780	6071	203038	1427	33477	202	33477	202	1	169561	0.9282	0.7969	0.1776	84.9373	367	60750	416	-10.3267	2017	4.5570	79	768	24	0.1320	0.5039	30.0125	10.4931	0.8701	0.5506	93.0627	367	59259	0.9505	0.3451
2281	2287	19	381	871727	871347	4567	204108	1070	33615	138	33615	138	1	170493	0.9279	0.7267	0.1775	85.9842	379	60264	404	-11.9142	571	6.9565	23	1070	100	0.1325	0.6400	30.1430	10.4975	0.8761	0.5403	94.2744	379	58693	0.9524	0.3412
2287	2293	19	382	876307	875926	4579	205181	1072	33775	160	33775	160	1	171406	0.9283	0.8417	0.1773	86.2216	379	60598	406	-10.6725	571	-4.7241	29	982	63	0.1324	0.5272	30.2938	10.5019	0.8787	0.5480	94.5119	379	59027	0.9519	0.3409
2293	2297	19	383	879367	878985	3059	205902	722	33870	95	33870	95	1	172032	0.9284	0.7427	0.1772	87.1187	379	60807	408	-11.1666	2017	5.7757	107	333	12	0.1327	0.7094	30.3864	10.5045	0.8788	0.5376	95.4090	379	59236	0.9524	0.3394
2297	2309	19	384	888579	888196	9211	208057	2154	34172	302	34172	302	1	173885	0.9278	0.7920	0.1770	85.6887	379	61457	410	-11.5553	1021	8.4138	29	1966	144	0.1329	0.4495	30.6742	10.5141	0.8794	0.5571	93.9789	379	59886	0.9520	0.3376
2309	2311	19	386	890119	889734	1539	208414	357	34222	51	34222	51	1	174192	0.9284	0.8077	0.1769	86.0976	379	61569	411	-12.2547	1021	-3.6897	29	329	19	0.1329	0.8530	30.7233	10.5149	0.8806	0.5330	94.3826	379	59999	0.9523	0.3736
2311	2333	19	386	907147	906762	17027	212402	3987	34777	555	34777	555	1	177625	0.9265	0.7877	0.1767	85.7018	379	62781	417	-12.0666	1021	13.6780	59	2517	99	0.1337	0.3855	30.0969	10.5330	0.8895	0.5737	93.9868	379	61211	0.9511	0.3360
2333	2339	19	390	911819	911430	4671	213494	1091	34956	179	34956	179	1	178538	0.9273	0.9292	0.1766	86.4823	367	63953	435	-13.2057	1021	-5.3239	71	615	12	0.1332	0.4559	30.2518	10.5373	0.8900	0.5217	94.6022	367	62463	0.9512	0.3312
2339	2341	19	391	913379	912989	1559	213859	365	34998	43	34998	43	1	178861	0.9277	0.6678	0.1764	85.9210	367	64056	435	-12.9207	1021	-3.7391	23	365	28	0.1334	0.9669	30.0026	10.5381	0.8906	0.5366	94.0354	367	62567	0.9484	0.3315
2341	2347	19	391	918067	917677	4687	214960	1101	35156	158	35156	158	1	179804	0.9279	0.8142	0.1763	86.6438	379	63550	422	-13.8276	29	-9.0851	47	754	23	0.1335	0.5614	30.1380	10.5424	0.8908	0.5352	94.9235	379	61981	0.9497	0.3322
2347	2351	19	392	921199	920808	3131	215692	731	35269	113	35269	113	1	180423	0.9285	0.8778	0.1761	86.8147	367	64626	439	-13.5113	1021	5.0690	29	666	51	0.1332	0.5726	30.2349	10.5450	0.8906	0.5135	94.9292	367	63137	0.9479	0.3303
2351	2357	19	393	925907	925515	4707	216799	1106	35418	149	35418	149	1	181381	0.9284	0.7656	0.1760	89.0163	367	64956	443	13.0332	211	-4.4198	131	486	3	0.1335	0.5893	30.2847	10.5492	0.8920	0.5349	97.1308	367	63467	0.9468	0.3291
2357	2371	19	394	936939	936546	11031	219384	2585	35793	375	35793	375	1	183591	0.9280	0.8251	0.1758	90.6621	367	65755	449	-13.8065	31	-8.8966	29	2362	154	0.1334	0.4016	30.5809	10.5602	0.8946	0.5438	98.7766	367	64266	0.9545	0.3316
2371	2377	19	396	941687	941292	4747	220495	1111	35945	152	35945	152	1	184550	0.9280	0.7788	0.1757	88.8365	367	66090	449	-11.4839	31	5.7670	103	527	16	0.1334	0.5996	30.7117	10.5644	0.8943	0.5348	96.9510	367	64601	0.9554	0.3327
2377	2381	19	397	944859	944463	3171	221239	744	36038	93	36038	93	1	185201	0.9281	0.7122	0.1755	90.5831	367	66320	452	11.9528	233	-4.1887	53	482	14	0.1337	0.7620	30.7911	10.5670	0.8959	0.5444	98.6975	367	64831	0.9525	0.3319
2381	2383	19	398	946447	946050	1587	221609	370	36085	48	36085	48	1	185524	0.9285	0.7398	0.1754	91.9782	367	66431	454	11.7768	233	3.6897	29	338	27	0.1340	0.8840	30.8321	10.5678	0.8961	0.5285	100.0872	367	64943	0.9525	0.3504
2383	2389	19	398	951219	950822	4771	222722	1113	36230	145	36230	145	1	186492	0.9284	0.7435	0.1752	90.1471	367	66767	454	-12.1613	31	5.4608	293	372	8	0.1344	0.6275	30.9569	10.5720	0.8968	0.5580	98.2561	367	65279	0.9502	0.3340
2389	2393	19	399	954407	954009	3187	223473	750	36343	113	36343	113	1	187130	0.9289	0.8606	0.1751	89.8719	367	67001	455	-12.6129	31	-4.4037	109	349	2	0.1344	0.6016	31.0560	10.5745	0.8989	0.5148	97.9809	367	65513	0.9532	0.3424
2393	2399	19	400	959199	958800	4791	224598	1124	36494	151	36494	151	1	188104	0.9289	0.7680	0.1749	92.9918	367	67346	460	-13.1935	31	-6.2584	89	590	7	0.1350	0.6004	31.1875	10.5787	0.9016	0.5504	101.1008	367	65858	0.9568	0.3409
2399	2411	19	401	968819	968419	9619	226842	2243	36814	320	36814	320	1	190028	0.9285	0.8163	0.1748	94.2480	367	68033	465	-12.1842	1303	10.8140	43	1595	85	0.1348	0.4261	30.6911	10.5878	0.8986	0.5391	102.3569	367	66545	0.9530	0.3359
2411	2417	19	403	973647	973245	4827	227979	1137	36970	156	36970	156	1	191009	0.9286	0.7857	0.1746	95.3351	367	68384	468	13.8991	109	7.5211	71	656	26	0.1352	0.5656	30.8212	10.5920	0.9011	0.5285	103.4441	367	66896	0.9465	0.3328
2417	2423	19	404	978487	978084	4839	229102	1123	37130	160	37130	160	1	191972	0.9288	0.8165	0.1745	93.4387	367	68732	468	-12.6531	1303	4.5676	37	896	53	0.1350	0.5415	30.8005	10.5960	0.9020	0.5272	101.5477	367	67244	0.9465	0.3308
2423	2437	19	405	989827	989423	11339	231768	2665	37519	389	37519	389	1	194249	0.9285	0.8372	0.1743	92.9210	367	69561	472	12.5522	67	11.2069	29	2433	179	0.1350	0.3937	31.0476	10.6068	0.8994	0.5473	101.0300	367	68073	0.9535	0.3354
2437	2441	19	407	993079	992673	3251	232528	760	37623	104	37623	104	1	194905	0.9288	0.7855	0.1742	93.5967	367	69804	474	-11.9117	1303	-6.7073	41	568	21	0.1351	0.6937	31.1336	10.6092	0.9016	0.5466	101.7057	367	68316	0.9537	0.3333
2441	2447	19	408	997967	997560	4887	233670	1141	37774	151	37774	151	1	195896	0.9287	0.7603	0.1741	93.7984	367	70134	476	14.1185	211	4.6873	307	355	7	0.1352	0.6140	30.9496	10.6133	0.9022	0.5342	101.9074	367	68646	0.9540	0.3350
2447	2459	19	409	1007779	1007371	9811	235970	2301	38109	335	38109	335	1	197861	0.9286	0.8371	0.1739	92.8692	367	70855	479	13.3175	211	-6.9655	29	2102	138	0.1347	0.4180	31.1475	10.6223	0.8998	0.5448	100.9782	367	69367	0.9556	0.3323
2459	2467	19	411	1014347	1013937	6567	237507	1538	38318	209	38318	209	1	199189	0.9284	0.7820	0.1738	92.2207	367	71341	481	14.7488	211	-6.7391	23	1538	127	0.1350	0.5314	31.1655	10.6280	0.8978	0.5368	100.3297	367	69853	0.9529	0.3326
2467	2473	19	412	1019287	1018876	4939	238663	1156	38494	176	38494	176	1	200169	0.9289	0.8768	0.1736	90.2425	367	71704	481	13.7915	211	-7.6897	29	1054	65	0.1346	0.4985	30.5954	10.6320	0.8998	0.5278	98.3515	367	70216	0.9550	0.3360
2473	2477	19	413	1022587	1022175	3299	239437	773	38615	121	38615	121	1	200822	0.9296	0.9022	0.1735	90.8801	367	71954	483	13.4550	211	-4.2124	113	351	2	0.1345	0.5781	31.2293	10.6344	0.8999	0.5287	98.9891	367	70466	0.9544	0.3313
2477	2503	19	414	1044167	1043754	21579	244492	5055	39326	711	39326	711	1	205166	0.9278	0.8113	0.1734	90.8507	509	64172	343	13.9083	109	-11.3671	79	2740	58	0.1350	0.3263	30.8059	10.6545	0.8994	0.5265	101.0000	509	61589	0.9523	0.3286
2503	2521	19	418	1059239	1058822	15071	248026	3535	39791	465	39791	465	1	208235	0.9262	0.7594	0.1732	91.4823	367	74596	498	13.0642	109	9.8136	59	2218	85	0.1354	0.4299	31.1828	10.6681	0.9001	0.5501	101.4244	509	62499	0.9506	0.3266
2521	2531	19	421	1067659	1067239	8419	249994	1967	40054	263	40054	263	1	209940	0.9257	0.7725	0.1731	95.0926	367	75218	505	11.9155	71	-6.5316	79	1048	20	0.1358	0.5190	31.7763	10.6752	0.9041	0.5602	103.2016	367	73730	0.9532	0.3286
2531	2539	19	423	1074419	1073997	6759	251579	1585	40252	198	40252	198	1	211327	0.9251	0.7223	0.1729	93.5749	367	75680	506	10.6643	557	7.7848	79	838	29	0.1362	0.6059	31.9334	10.6807	0.9034	0.5465	102.6876	509	63450	0.9539	0.3284
2539	2543	19	424	1077807	1077384	3387	252374	796	40362	110	40362	110	1	212012	0.9255	0.7997	0.1728	92.6699	509	66254	353	11.8097	557	-6.4865	37	638	28	0.1361	0.6832	32.0214	10.6831	0.9021	0.5397	102.8193	509	63671	0.9554	0.3364
2543	2549	19	425	1082899	1082475	5091	253559	1184	40530	168	40530	168	1	213029	0.9257	0.8217	0.1727	91.4597	509	66562	353	12.5548	557	-7.2530	83	633	8	0.1360	0.5491	32.1555	10.6870	0.9013	0.5349	101.6090	509	63979	0.9561	0.3347
2549	2551	19	426	1084599	1084174	1699	253960	401	40590	61	40590	61	1	213370	0.9263	0.8817	0.1725	91.0196	509	66674	353	-13.0930	43	-3.8696	23	401	31	0.1359	0.7425	32.2055	10.6878	0.9022	0.5174	101.1650	509	64092	0.9555	0.3665
2551	2557	19	426	1089707	1089282	5107	255162	1202	40763	173	40763	173	1	214399	0.9266	0.8348	0.1724	91.7466	509	66998	355	11.1284	109	6.4783	23	1202	111	0.1360	0.5490	32.3435	10.6917	0.9032	0.5458	101.8919	509	64416	0.9559	0.3383
2557	2579	19	427	1108539	1108113	18831	259571	4408	41340	577	41340	577	1	218231	0.9245	0.7599	0.1723	93.8619	449	71871	414	-14.0698	43	8.5532	47	2995	136	0.1371	0.4072	32.8036	10.7081	0.9038	0.5696	103.2027	449	69774	0.9570	0.3300
2579	2591	19	431	1118879	1118449	10339	261994	2424	41661	321	41661	321	1	220333	0.9238	0.7693	0.1721	94.8285	449	72552	418	11.6445	211	7.2174	23	2424	218	0.1378	0.4741	32.6625	10.7166	0.9068	0.5527	104.1693	449	70455	0.9614	0.3285
2591	2593	19	433	1120607	1120175	1727	262393	399	41714	54	41714	54	1	220679	0.9243	0.7869	0.1720	95.3163	449	72667	419	13.8626	211	-8.6957	23	399	26	0.1379	0.8464	32.7048	10.7173	0.9056	0.5287	104.6526	449	70571	0.9611	0.3459
2593	2609	19	433	1134479	1134047	13871	265643	3250	42145	431	42145	431	1	223498	0.9231	0.7716	0.1719	94.2717	449	73575	422	12.0569	211	10.5843	89	1665	48	0.1384	0.4172	32.6863	10.7289	0.9094	0.5303	103.8114	509	67236	0.9598	0.3333
2609	2617	19	436	1141447	1141012	6967	267277	1633	42357	212	42357	212	1	224920	0.9228	0.7559	0.1717	92.9018	509	70267	369	16.5687	211	7.9512	41	1231	68	0.1386	0.5712	32.8515	10.7342	0.9087	0.5531	103.0432	509	67686	0.9614	0.3360
2617	2621	19	437	1144939	1144503	3491	268096	818	42473	116	42473	116	1	225623	0.9232	0.8264	0.1716	94.0824	449	74291	425	14.0000	71	5.2903	31	693	50	0.1386	0.6703	32.3077	10.7365	0.9089	0.5432	103.4187	449	72195	0.9582	0.3417
2621	2633	19	438	1155447	1155010	10507	270546	2451	42815	342	42815	342	1	227731	0.9229	0.8137	0.1715	95.9777	449	74988	430	-14.5349	43	-8.5190	79	1324	25	0.1383	0.4161	32.2105	10.7449	0.9081	0.5296	105.3140	449	72892	0.9597	0.3344
2633	2647	19	440	1167767	1167328	12319	273433	2886	43217	402	43217	402	1	230216	0.9224	0.8129	0.1713	96.2539	449	75824	434	-17.8140	43	-8.9310	29	2638	173	0.1382	0.4191	32.8272	10.7547	0.9096	0.5424	105.5902	449	73728	0.9609	0.3320
2647	2657	19	442	1176607	1176166	8839	275508	2074	43505	288	43505	288	1	232003	0.9223	0.8110	0.1712	95.5724	449	76426	436	-10.7885	1163	12.9302	43	1485	82	0.1380	0.4799	32.3545	10.7615	0.9080	0.5653	104.9087	449	74330	0.9610	0.3343
2657	2659	19	444	1178379	1177936	1771	275924	417	43548	44	43548	44	1	232376	0.9225	0.6167	0.1711	96.0958	449	76533	437	-10.9620	2131	-3.2162	37	337	15	0.1382	1.0106	32.7798	10.7623	0.9104	0.5216	105.4276	449	74438	0.9619	0.3340
2659	2663	19	444	1181927	1181484	3547	276755	830	43660	112	43660	112	1	233095	0.9228	0.7893	0.1710	98.0490	449	76768	440	12.0845	71	-5.6415	53	547	15	0.1381	0.6873	32.8641	10.7645	0.9096	0.5343	107.3808	449	74673	0.9641	0.3339
2663	2671	19	445	1189039	1188595	7111	278416	1661	43885	225	43885	225	1	234531	0.9227	0.7930	0.1708	98.9510	449	77239	443	12.0275	509	-5.2389	113	748	8	0.1383	0.5143	33.0335	10.7698	0.9088	0.5450	108.2829	449	75144	0.9606	0.3312
2671	2677	19	446	1194387	1193942	5347	279678	1262	44062	177	44062	177	1	235616	0.9229	0.8216	0.1707	99.2673	449	77617	445	-11.1382	673	-9.4324	37	1007	45	0.1381	0.5797	33.1425	10.7735	0.9068	0.5569	108.5991	449	75522	0.9633	0.3338
2677	2683	19	447	1199747	1199301	5359	280929	1251	44225	163	44225	163	1	236704	0.9229	0.7639	0.1706	98.6682	449	77976	446	13.0076	131	-8.7595	79	662	8	0.1382	0.6229	33.2674	10.7773	0.9087	0.5472	108.0000	449	75881	0.9643	0.3446
2683	2687	19	448	1203327	1202880	3579	281767	837	44344	119	44344	119	1	237423	0.9233	0.8341	0.1704	99.5768	449	78221	448	10.2137	131	-4.9070	43	600	23	0.1381	0.6368	33.3584	10.7795	0.9072	0.5280	108.9087	449	76126	0.9614	0.3420
2687	2689	19	449	1205119	1204671	1791	282185	418	44399	56	44399	56	1	237786	0.9238	0.7866	0.1703	100.0557	449	78338	449	10.2613	1217	3.6712	73	231	10	0.1382	0.8375	33.3998	10.7802	0.9105	0.5268	109.3831	449	76244	0.9615	0.3401
2689	2693	19	449	1208707	1208259	3587	283028	842	44512	113	44512	113	1	238516	0.9241	0.7885	0.1702	99.9955	449	78576	450	9.8759	1217	6.7419	31	717	53	0.1383	0.6635	33.4855	10.7825	0.9093	0.5265	109.3229	449	76482	0.9597	0.3386
2693	2699	19	450	1214099	1213650	5391	284291	1262	44682	170	44682	170	1	239609	0.9242	0.7921	0.1701	101.4187	449	78930	453	-9.4717	1327	-6.1148	61	766	19	0.1384	0.5896	33.6141	10.7862	0.9067	0.5356	110.7461	449	76836	0.9568	0.3370
